"PROVINCIA","SECCION","Circuito","NOMBRE_CATEGORIA","NOMBRE_AGRUPACION","PASO","GRAL"
"Buenos Aires","Cañuelas","0162","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",0,0
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",8,0
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",30,0
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",6,0
"Buenos Aires","Cañuelas","0158A","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",6,0
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",10,0
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",18,0
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",4,0
"Buenos Aires","Cañuelas","0158B","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",0,0
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",20,0
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",78,0
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",13,0
"Buenos Aires","Ensenada","0490","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",5,0
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",42,0
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",230,0
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",16,0
"Buenos Aires","Ensenada","0491","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",20,0
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",0,0
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",0,0
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",0,0
"Buenos Aires","Ensenada","0492","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",0,0
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",19,0
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",52,0
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",5,0
"Buenos Aires","Ensenada","0491A","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",12,0
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",8,0
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",9,0
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",4,0
"Buenos Aires","Esteban Echeverría","0286","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",7,0
"Buenos Aires","Esteban Echeverría","0287","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",50,0
"Buenos Aires","Esteban Echeverría","0287","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",124,0
"Buenos Aires","Esteban Echeverría","0287","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",16,0
"Buenos Aires","Esteban Echeverría","0287","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",18,0
"Buenos Aires","Esteban Echeverría","0288","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",57,0
"Buenos Aires","Esteban Echeverría","0288","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",179,0
"Buenos Aires","Esteban Echeverría","0288","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",24,0
"Buenos Aires","Esteban Echeverría","0288","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",14,0
"Buenos Aires","Esteban Echeverría","0291","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",59,0
"Buenos Aires","Esteban Echeverría","0291","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",127,0
"Buenos Aires","Esteban Echeverría","0291","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",13,0
"Buenos Aires","Esteban Echeverría","0291","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",10,0
"Buenos Aires","Esteban Echeverría","0286A","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",48,0
"Buenos Aires","Esteban Echeverría","0286A","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",122,0
"Buenos Aires","Esteban Echeverría","0286A","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",14,0
"Buenos Aires","Esteban Echeverría","0286A","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",24,0
"Buenos Aires","Esteban Echeverría","0287A","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",42,0
"Buenos Aires","Esteban Echeverría","0287A","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",89,0
"Buenos Aires","Esteban Echeverría","0287A","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",11,0
"Buenos Aires","Esteban Echeverría","0287A","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",16,0
"Buenos Aires","Esteban Echeverría","0287B","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",9,0
"Buenos Aires","Esteban Echeverría","0287B","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",22,0
"Buenos Aires","Esteban Echeverría","0287B","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",2,0
"Buenos Aires","Esteban Echeverría","0287B","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",2,0
"Buenos Aires","Esteban Echeverría","0287C","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",45,0
"Buenos Aires","Esteban Echeverría","0287C","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",64,0
"Buenos Aires","Esteban Echeverría","0287C","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",16,0
"Buenos Aires","Esteban Echeverría","0287C","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",6,0
"Buenos Aires","Esteban Echeverría","0287D","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",74,0
"Buenos Aires","Esteban Echeverría","0287D","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",117,0
"Buenos Aires","Esteban Echeverría","0287D","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",17,0
"Buenos Aires","Esteban Echeverría","0287D","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",12,0
"Buenos Aires","Esteban Echeverría","0288A","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",38,0
"Buenos Aires","Esteban Echeverría","0288A","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",129,0
"Buenos Aires","Esteban Echeverría","0288A","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",18,0
"Buenos Aires","Esteban Echeverría","0288A","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",9,0
"Buenos Aires","Esteban Echeverría","0288B","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",49,0
"Buenos Aires","Esteban Echeverría","0288B","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",135,0
"Buenos Aires","Esteban Echeverría","0288B","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",19,0
"Buenos Aires","Esteban Echeverría","0288B","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",21,0
"Buenos Aires","Esteban Echeverría","0291A","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",40,0
"Buenos Aires","Esteban Echeverría","0291A","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",116,0
"Buenos Aires","Esteban Echeverría","0291A","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",11,0
"Buenos Aires","Esteban Echeverría","0291A","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",14,0
"Buenos Aires","Florencio Varela","0302","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",229,0
"Buenos Aires","Florencio Varela","0302","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",648,0
"Buenos Aires","Florencio Varela","0302","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",3,0
"Buenos Aires","Florencio Varela","0302","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",69,0
"Buenos Aires","Florencio Varela","0303","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",15,0
"Buenos Aires","Florencio Varela","0303","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",12,0
"Buenos Aires","Florencio Varela","0303","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",0,0
"Buenos Aires","Florencio Varela","0303","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",5,0
"Buenos Aires","Florencio Varela","0302A","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",64,0
"Buenos Aires","Florencio Varela","0302A","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",182,0
"Buenos Aires","Florencio Varela","0302A","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",0,0
"Buenos Aires","Florencio Varela","0302A","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",25,0
"Buenos Aires","Florencio Varela","0302B","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",50,0
"Buenos Aires","Florencio Varela","0302B","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",121,0
"Buenos Aires","Florencio Varela","0302B","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",0,0
"Buenos Aires","Florencio Varela","0302B","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",18,0
"Buenos Aires","Florencio Varela","0302C","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",67,0
"Buenos Aires","Florencio Varela","0302C","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",167,0
"Buenos Aires","Florencio Varela","0302C","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",3,0
"Buenos Aires","Florencio Varela","0302C","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",28,0
"Buenos Aires","Florencio Varela","0302D","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",21,0
"Buenos Aires","Florencio Varela","0302D","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",89,0
"Buenos Aires","Florencio Varela","0302D","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",0,0
"Buenos Aires","Florencio Varela","0302D","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",16,0
"Buenos Aires","Florencio Varela","0302E","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",63,0
"Buenos Aires","Florencio Varela","0302E","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",222,0
"Buenos Aires","Florencio Varela","0302E","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",0,0
"Buenos Aires","Florencio Varela","0302E","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",50,0
"Buenos Aires","Florencio Varela","0302F","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",5,0
"Buenos Aires","Florencio Varela","0302F","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",10,0
"Buenos Aires","Florencio Varela","0302F","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",0,0
"Buenos Aires","Florencio Varela","0302F","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",4,0
"Buenos Aires","Florencio Varela","0303A","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",14,0
"Buenos Aires","Florencio Varela","0303A","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",36,0
"Buenos Aires","Florencio Varela","0303A","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",0,0
"Buenos Aires","Florencio Varela","0303A","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",5,0
"Buenos Aires","Florencio Varela","0303B","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",62,0
"Buenos Aires","Florencio Varela","0303B","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",132,0
"Buenos Aires","Florencio Varela","0303B","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",0,0
"Buenos Aires","Florencio Varela","0303B","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",27,0
"Buenos Aires","La Matanza","0626","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",139,0
"Buenos Aires","La Matanza","0626","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",457,0
"Buenos Aires","La Matanza","0626","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",27,0
"Buenos Aires","La Matanza","0626","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",34,0
"Buenos Aires","La Matanza","0627","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",50,0
"Buenos Aires","La Matanza","0627","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",137,0
"Buenos Aires","La Matanza","0627","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",18,0
"Buenos Aires","La Matanza","0627","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",13,0
"Buenos Aires","La Matanza","0628","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",116,0
"Buenos Aires","La Matanza","0628","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",445,0
"Buenos Aires","La Matanza","0628","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",45,0
"Buenos Aires","La Matanza","0628","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",24,0
"Buenos Aires","La Matanza","0629","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",68,0
"Buenos Aires","La Matanza","0629","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",162,0
"Buenos Aires","La Matanza","0629","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",31,0
"Buenos Aires","La Matanza","0629","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",27,0
"Buenos Aires","La Matanza","0630","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",64,0
"Buenos Aires","La Matanza","0630","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",312,0
"Buenos Aires","La Matanza","0630","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",25,0
"Buenos Aires","La Matanza","0630","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",19,0
"Buenos Aires","La Matanza","0631","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",77,0
"Buenos Aires","La Matanza","0631","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",212,0
"Buenos Aires","La Matanza","0631","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",30,0
"Buenos Aires","La Matanza","0631","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",21,0
"Buenos Aires","La Matanza","0632","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",42,0
"Buenos Aires","La Matanza","0632","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",72,0
"Buenos Aires","La Matanza","0632","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",13,0
"Buenos Aires","La Matanza","0632","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",10,0
"Buenos Aires","La Matanza","0633","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",146,0
"Buenos Aires","La Matanza","0633","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",355,0
"Buenos Aires","La Matanza","0633","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",53,0
"Buenos Aires","La Matanza","0633","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",50,0
"Buenos Aires","La Matanza","0634","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",86,0
"Buenos Aires","La Matanza","0634","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",202,0
"Buenos Aires","La Matanza","0634","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",36,0
"Buenos Aires","La Matanza","0634","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",19,0
"Buenos Aires","La Matanza","0635","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",162,0
"Buenos Aires","La Matanza","0635","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",327,0
"Buenos Aires","La Matanza","0635","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",83,0
"Buenos Aires","La Matanza","0635","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",57,0
"Buenos Aires","La Matanza","0626A","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",134,0
"Buenos Aires","La Matanza","0626A","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",236,0
"Buenos Aires","La Matanza","0626A","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",34,0
"Buenos Aires","La Matanza","0626A","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",33,0
"Buenos Aires","La Matanza","0629A","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",121,0
"Buenos Aires","La Matanza","0629A","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",270,0
"Buenos Aires","La Matanza","0629A","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",46,0
"Buenos Aires","La Matanza","0629A","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",33,0
"Buenos Aires","La Matanza","0629B","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",80,0
"Buenos Aires","La Matanza","0629B","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",180,0
"Buenos Aires","La Matanza","0629B","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",26,0
"Buenos Aires","La Matanza","0629B","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",24,0
"Buenos Aires","La Matanza","0631A","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",64,0
"Buenos Aires","La Matanza","0631A","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",204,0
"Buenos Aires","La Matanza","0631A","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",33,0
"Buenos Aires","La Matanza","0631A","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",32,0
"Buenos Aires","La Matanza","0631B","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",23,0
"Buenos Aires","La Matanza","0631B","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",84,0
"Buenos Aires","La Matanza","0631B","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",12,0
"Buenos Aires","La Matanza","0631B","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",5,0
"Buenos Aires","La Matanza","0631C","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",50,0
"Buenos Aires","La Matanza","0631C","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",85,0
"Buenos Aires","La Matanza","0631C","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",12,0
"Buenos Aires","La Matanza","0631C","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",16,0
"Buenos Aires","La Matanza","0631D","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",98,0
"Buenos Aires","La Matanza","0631D","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",180,0
"Buenos Aires","La Matanza","0631D","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",43,0
"Buenos Aires","La Matanza","0631D","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",23,0
"Buenos Aires","La Matanza","0632A","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",55,0
"Buenos Aires","La Matanza","0632A","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",83,0
"Buenos Aires","La Matanza","0632A","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",10,0
"Buenos Aires","La Matanza","0632A","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",16,0
"Buenos Aires","La Matanza","0632B","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",5,0
"Buenos Aires","La Matanza","0632B","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",22,0
"Buenos Aires","La Matanza","0632B","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",3,0
"Buenos Aires","La Matanza","0632B","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",3,0
"Buenos Aires","La Matanza","0635A","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",143,0
"Buenos Aires","La Matanza","0635A","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",311,0
"Buenos Aires","La Matanza","0635A","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",66,0
"Buenos Aires","La Matanza","0635A","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",70,0
"Buenos Aires","La Matanza","0635B","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",200,0
"Buenos Aires","La Matanza","0635B","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",414,0
"Buenos Aires","La Matanza","0635B","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",86,0
"Buenos Aires","La Matanza","0635B","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",75,0
"Buenos Aires","La Matanza","0635C","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",101,0
"Buenos Aires","La Matanza","0635C","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",175,0
"Buenos Aires","La Matanza","0635C","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",42,0
"Buenos Aires","La Matanza","0635C","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",30,0
"Buenos Aires","La Matanza","0635D","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",64,0
"Buenos Aires","La Matanza","0635D","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",140,0
"Buenos Aires","La Matanza","0635D","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",43,0
"Buenos Aires","La Matanza","0635D","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",37,0
"Buenos Aires","La Matanza","0635E","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",78,0
"Buenos Aires","La Matanza","0635E","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",116,0
"Buenos Aires","La Matanza","0635E","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",37,0
"Buenos Aires","La Matanza","0635E","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",21,0
"Buenos Aires","La Matanza","0635F","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",2,0
"Buenos Aires","La Matanza","0635F","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",6,0
"Buenos Aires","La Matanza","0635F","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",2,0
"Buenos Aires","La Matanza","0635F","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",2,0
"Buenos Aires","Lanús","0259","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",17,0
"Buenos Aires","Lanús","0259","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",89,0
"Buenos Aires","Lanús","0259","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",0,0
"Buenos Aires","Lanús","0259","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",11,0
"Buenos Aires","Lanús","0260","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",65,0
"Buenos Aires","Lanús","0260","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",311,0
"Buenos Aires","Lanús","0260","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",1,0
"Buenos Aires","Lanús","0260","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",20,0
"Buenos Aires","Lanús","0261","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",51,0
"Buenos Aires","Lanús","0261","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",260,0
"Buenos Aires","Lanús","0261","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",0,0
"Buenos Aires","Lanús","0261","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",22,0
"Buenos Aires","Lanús","0262","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",77,0
"Buenos Aires","Lanús","0262","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",281,0
"Buenos Aires","Lanús","0262","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",4,0
"Buenos Aires","Lanús","0262","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",35,0
"Buenos Aires","Lanús","0263","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",47,0
"Buenos Aires","Lanús","0263","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",163,0
"Buenos Aires","Lanús","0263","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",0,0
"Buenos Aires","Lanús","0263","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",12,0
"Buenos Aires","Lanús","0264","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",24,0
"Buenos Aires","Lanús","0264","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",68,0
"Buenos Aires","Lanús","0264","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",0,0
"Buenos Aires","Lanús","0264","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",2,0
"Buenos Aires","Lanús","0265","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",40,0
"Buenos Aires","Lanús","0265","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",164,0
"Buenos Aires","Lanús","0265","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",1,0
"Buenos Aires","Lanús","0265","Presidente y Vicepresidente de la República","PARTIDO AUTONOMISTA",19,0
"Buenos Aires","Lanús","0271","Presidente y Vicepresidente de la República","FRENTE PATRIOTA",19,0
"Buenos Aires","Lanús","0271","Presidente y Vicepresidente de la República","MOVIMIENTO AL SOCIALISMO",89,0
"Buenos Aires","Lanús","0271","Presidente y Vicepresidente de la República","MOVIMIENTO DE ACCION VECINAL",0,0
